!CSV A.01.01
!Keysight Technologies,N5221B,MY61256098,A.15.70.20
!Date: Tuesday, December 12, 2023 03:50:34
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S21(DB),S21(DEG)
44838783.474418,-20.405861,141.75386
45182157.47938,-20.38916,136.69373
45528161.031759,-20.374565,131.30035
45876814.268548,-20.357664,125.52853
46228137.480946,-20.385542,119.47336
46582151.115544,-20.442081,113.6566
46938875.775512,-20.548166,108.24142
47298332.221797,-20.55582,103.19061
47660541.374332,-20.536667,97.867088
48025524.313258,-20.49534,92.104141
48393302.280143,-20.488173,85.847733
48763896.679225,-20.520706,79.803329
49137329.078653,-20.642767,74.009422
49513621.211745,-20.681112,68.946655
49892794.978253,-20.654856,63.061962
50274872.445635,-20.665747,57.347996
50659875.850343,-20.576067,51.527473
51047827.599112,-20.577484,45.215878
51438750.27027,-20.512564,38.863361
51832666.615048,-20.576412,32.664211
52229599.558905,-20.550373,26.814663
52629572.202862,-20.452343,20.604843
53032607.824848,-20.413782,13.680348
53438729.881053,-20.35774,6.8058124
53847962.007295,-20.392681,0.20277326
54260328.020392,-20.345505,-6.4047651
54675851.919552,-20.229935,-13.442063
55094557.887769,-20.138487,-21.153078
55516470.293227,-20.196381,-28.177507
55941613.690723,-20.161716,-35.342327
56370012.823094,-20.07019,-42.546944
56801692.622655,-20.025568,-50.114033
57236678.212654,-20.053507,-58.291656
57674994.90873,-20.126099,-65.657692
58116668.22039,-20.054802,-72.991135
58561723.852491,-19.987982,-80.753273
59010187.706738,-19.924107,-89.489861
59462085.88319,-20.02989,-98.031952
59917444.681779,-20.132786,-105.72887
60376290.60384,-20.14324,-113.53239
60838650.353658,-20.1416,-122.19884
61304550.840015,-20.127239,-131.31508
61774019.177762,-20.3053,-140.1387
62247082.689392,-20.428488,-148.56331
62723768.906636,-20.572515,-156.89723
63204105.57206,-20.700844,-165.88509
63688120.640682,-20.851149,-174.75652
64175842.281599,-21.008244,176.22166
64667298.879626,-21.220572,167.17934
65162519.036949,-21.424026,158.76428
65661531.574786,-21.619501,149.83678
66164365.53507,-21.803753,140.64627
66671050.182134,-22.094931,131.40775
67181615.004418,-22.40099,122.67187
67696089.716182,-22.665506,114.06692
68214504.259238,-22.866751,104.74239
68736888.804692,-23.168182,95.642067
69263273.754697,-23.490459,87.306641
69793689.744227,-23.741186,78.981537
70328167.642856,-23.934761,69.896324
70866738.556559,-24.340986,60.351307
71409433.829517,-24.762323,52.189415
71956285.045944,-24.969889,43.952194
72507324.031925,-25.344286,34.46759
73062582.85727,-25.876566,25.978951
73622093.837376,-26.31712,18.611311
74185889.535112,-26.657484,10.359336
74754002.762712,-27.025888,2.9703553
75326466.583685,-27.373386,-3.8985379
75903314.31474,-27.657707,-11.127628
76484579.527722,-27.928888,-17.343752
77070296.05157,-28.041187,-24.296265
77660497.974286,-28.257587,-31.264133
78255219.644912,-28.394613,-37.808029
78854495.675537,-28.441839,-44.489872
79458360.943309,-28.460459,-51.921734
80066850.592462,-28.519609,-58.924629
80680000.036364,-28.384159,-65.453331
81297844.959579,-28.182947,-73.180679
81920421.31994,-28.074478,-81.037521
82547765.350645,-27.76899,-88.11657
83179913.562366,-27.410156,-96.957565
83816902.74537,-27.088287,-106.37088
84458769.971665,-26.781065,-115.42759
85105552.597154,-26.431944,-126.22559
85757288.26381,-26.193674,-137.19505
86414014.901869,-25.984493,-148.33795
87075770.732033,-25.735678,-160.16806
87742594.267699,-25.590006,-172.06949
88414524.317198,-25.486406,175.5657
89091599.986052,-25.396353,163.43668
89773860.679256,-25.388889,150.83543
90461346.103562,-25.448975,138.44652
91154096.2698,-25.474585,125.91597
91852151.495198,-25.653545,113.02937
92555552.405735,-25.805712,100.75682
93264339.938499,-25.971436,88.324409
93978555.344077,-26.187582,75.902321
94698240.188948,-26.420914,58.767078
95423436.357909,-26.673552,41.757561
96154186.056506,-26.925915,25.374922
96890531.813498,-27.166952,9.4975624
97632516.483324,-27.393497,-6.3929472
98380183.248603,-27.60486,-21.599417
99133575.622644,-27.759207,-36.67292
99892737.451982,-27.928888,-51.904461
100657712.91892,-28.064251,-66.452003
101428546.54413,-28.173872,-81.314911
102205283.18918,-28.255089,-95.484268
102987968.05923,-28.293505,-109.8466
103776646.7056,-28.333134,-124.25652
104571365.02844,-28.269812,-138.1913
105372169.27939,-28.204678,-152.40047
106179106.06432,-28.132708,-166.59543
106992222.34598,-28.00736,179.1821
107811565.44675,-27.803551,170.21191
108637183.05142,-27.572247,160.65689
109469123.20995,-27.37615,150.73097
110307434.34026,-27.174494,140.42918
111152165.23106,-26.911297,129.61499
112003365.04466,-26.717978,118.46917
112861083.31988,-26.533827,106.86471
113725369.97489,-26.357748,95.266609
114596275.31014,-26.206261,83.12175
115473850.01128,-26.095501,70.979027
116358145.1521,-25.984776,58.200077
117249212.19752,-25.907589,45.171013
118147103.00657,-25.835644,32.403538
119051869.83543,-25.844627,19.128094
119963565.34043,-25.881933,5.4948969
120882242.58118,-25.948055,-7.9441009
121807955.02356,-26.074579,-21.53187
122740756.54296,-26.258417,-35.336967
123680701.42728,-26.466789,-48.882359
124627844.38021,-26.644745,-62.310383
125582240.52432,-26.869219,-75.728951
126543945.40432,-27.168268,-89.021736
127513014.9903,-27.376011,-102.11354
128489505.68093,-27.639421,-115.23028
129473474.3068,-27.903629,-128.38947
130464978.13372,-28.112568,-141.38094
131464074.866,-28.331766,-154.66946
132470822.64989,-28.559071,-167.86253
133485280.07691,-28.788443,179.06355
134507506.18725,-29.009851,165.50461
135537560.47325,-29.235025,152.16827
136575502.88284,-29.501501,138.78142
137621393.82302,-29.74852,125.26716
138675294.16338,-30.015057,111.71145
139737265.23968,-30.272533,98.279915
140807368.85735,-30.526829,84.724236
141885667.29513,-30.825815,71.107628
142972223.30871,-31.066957,57.545826
144067100.13435,-31.305035,43.974564
145170361.49255,-31.57472,30.170475
146282071.59182,-31.826403,16.316387
147402295.13235,-32.070541,2.4053862
148531097.3098,-32.352123,-11.463244
149668543.81911,-32.615902,-25.19228
150814700.8583,-32.868687,-39.16748
151969635.13234,-33.138088,-53.063339
153133413.85701,-33.409451,-67.023102
154306104.76286,-33.622971,-81.199966
155487776.09907,-33.847607,-95.436722
156678496.63751,-34.041405,-109.61747
157878335.67669,-34.192574,-124.06326
159087363.0458,-34.42701,-138.84132
160305649.10877,-34.555836,-153.53241
161533264.76842,-34.691322,-168.76323
162770281.47048,-34.832668,175.62344
164016771.20785,-34.987595,160.11531
165272806.52475,-35.183239,144.31596
166538460.52092,-35.342979,128.21053
167813806.8559,-35.563313,112.14414
169098919.75333,-35.798668,95.835823
170393874.00523,-36.020416,79.020401
171698744.9764,-36.326195,62.266117
173013608.60875,-36.604374,45.53413
174338541.42578,-36.897106,28.48996
175673620.53698,-37.282146,11.636703
177018923.64237,-37.609707,-5.1225457
178374529.03697,-38.036629,-22.448969
179740515.61538,-38.424004,-39.390621
181116962.8764,-38.796043,-56.341339
182503950.9276,-39.263577,-73.48539
183901560.49002,-39.728081,-90.337341
185309872.90287,-40.228748,-106.95071
186728970.12825,-40.72187,-123.90493
188158934.7559,-41.226749,-140.41664
189599850.00805,-41.742424,-155.83612
191051799.74426,-42.200638,-170.32269
192514868.46624,-42.624943,176.2191
193989141.32286,-43.048565,164.01717
195474704.11501,-43.394958,152.71954
196971643.30068,-43.728878,142.25227
198480045.99994,-44.041153,133.08745
200000000,-44.282223,124.59702
END

